TransactionID,CustomerID,TransactionAmount,TransactionDateTime,TransactionType,MerchantCategory,DeviceType,IP_Address,Geolocation,AccountBalance,IsHighRiskCountry,NumberOfFailedLogins,IsNewPayee,TransactionChannel,HistoricalFraudScore,FraudLabel
T105058,C1630,586.79,2024-09-03 12:38:02,Withdrawal,Healthcare,ATM,57.49.11.9,"Berlin, Germany",13485.92,True,2,False,ATM,0.91,0
T105059,C1703,9388.4,2024-09-29 21:58:27,Transfer,Electronics,Desktop,26.127.14.80,"Amsterdam, Netherlands",30122.49,True,3,False,Online,0.1,0
T105060,C1453,2765.18,2024-07-08 12:17:18,Withdrawal,Groceries,Mobile,94.174.191.10,"Paris, France",12828.3,False,5,False,ATM,0.06,0
T105061,C1880,6103.67,2024-03-07 06:18:41,Transfer,Electronics,Desktop,186.201.160.127,"Warsaw, Poland",47770.36,False,0,False,Branch,0.85,0
T105062,C1222,3140.95,2024-01-27 08:53:58,Transfer,Electronics,Desktop,159.132.69.200,"Amsterdam, Netherlands",10246.08,True,5,True,Branch,0.58,1
T105063,C1088,641.37,2024-10-25 19:30:39,Transfer,Luxury Goods,ATM,139.238.14.140,"Paris, France",48733.47,True,1,False,ATM,0.59,0
T105064,C1918,1798.86,2024-02-02 13:39:29,Withdrawal,Groceries,ATM,59.128.190.162,"Warsaw, Poland",14181.48,False,3,False,Branch,0.58,0
T105065,C1102,7660.0,2024-04-22 01:36:32,Withdrawal,Travel,ATM,1.125.106.99,"Berlin, Germany",13639.75,False,4,False,Branch,0.63,0
T105066,C1143,2762.17,2024-06-30 19:32:03,Withdrawal,Luxury Goods,Mobile,111.95.193.58,"Warsaw, Poland",26225.62,True,0,False,Online,0.81,0
T105067,C1770,8690.68,2024-10-23 17:49:16,Purchase,Travel,Mobile,98.98.212.172,"Paris, France",30414.57,False,3,True,Online,0.45,1
T105068,C1126,1273.1,2024-06-16 12:51:08,Transfer,Healthcare,Mobile,202.207.57.179,"Amsterdam, Netherlands",3473.56,False,3,False,Online,0.58,0
T105069,C1603,6303.75,2024-06-06 15:27:30,Purchase,Groceries,Mobile,110.172.18.96,"Warsaw, Poland",47797.66,False,2,True,Online,0.26,1
T105070,C1747,1469.87,2024-10-06 01:16:03,Transfer,Luxury Goods,ATM,139.154.39.54,"Berlin, Germany",20819.96,False,2,True,Branch,0.11,0
T105071,C1393,6179.88,2024-04-10 14:02:02,Transfer,Electronics,Desktop,178.216.6.249,"Amsterdam, Netherlands",16293.59,True,4,True,Branch,0.48,1
T105072,C1359,496.75,2024-04-17 00:37:12,Withdrawal,Healthcare,Mobile,9.189.226.164,"Berlin, Germany",30661.24,False,2,False,ATM,0.14,0
T105073,C1986,1145.35,2024-06-06 04:54:58,Purchase,Groceries,ATM,88.33.155.29,"Warsaw, Poland",4669.32,False,5,False,ATM,0.98,0
T105074,C1439,385.98,2024-08-11 00:54:00,Withdrawal,Travel,Mobile,133.193.67.218,"Berlin, Germany",26789.18,True,3,False,ATM,0.2,0
T105075,C1322,6844.73,2024-10-05 20:58:57,Withdrawal,Groceries,ATM,116.31.171.251,"Paris, France",10797.28,True,3,True,ATM,0.92,0
T105076,C1810,8605.84,2024-08-02 11:17:33,Purchase,Luxury Goods,ATM,95.220.62.137,"Amsterdam, Netherlands",46721.37,True,4,False,ATM,0.67,1
T105077,C1143,5799.33,2024-05-05 05:18:26,Withdrawal,Groceries,Desktop,39.169.72.4,"Warsaw, Poland",49590.25,False,5,True,ATM,1.0,0
T105078,C1253,420.51,2024-08-08 08:44:30,Withdrawal,Luxury Goods,ATM,83.178.80.212,"Warsaw, Poland",9533.33,True,3,True,Branch,0.7,0
T105079,C1283,7173.86,2024-11-12 19:23:17,Transfer,Healthcare,ATM,32.191.154.206,"Paris, France",19878.37,True,4,True,Online,0.19,1
T105080,C1660,609.07,2024-04-18 11:17:34,Transfer,Travel,ATM,47.233.35.220,"Amsterdam, Netherlands",29455.17,True,4,True,Online,0.78,1
T105081,C1086,7145.78,2024-04-19 03:43:47,Withdrawal,Electronics,Mobile,187.130.141.37,"Amsterdam, Netherlands",37916.06,True,1,False,ATM,0.5,0
T105082,C1254,2591.29,2024-02-28 16:50:35,Purchase,Groceries,Mobile,154.107.239.255,"Amsterdam, Netherlands",19467.85,False,3,False,Branch,0.61,0
T105083,C1566,2575.19,2024-03-28 22:12:58,Withdrawal,Healthcare,Mobile,129.93.26.6,"Warsaw, Poland",19240.02,True,5,False,Online,0.41,1
T105084,C1615,6784.2,2024-10-30 14:48:18,Transfer,Healthcare,ATM,35.90.33.209,"Amsterdam, Netherlands",860.43,False,4,True,Branch,0.24,1
T105085,C1614,8575.05,2024-01-20 13:25:31,Transfer,Luxury Goods,ATM,122.163.199.91,"Paris, France",45775.29,False,2,True,Branch,0.35,0
T105086,C1738,3534.0,2024-03-21 15:56:29,Transfer,Luxury Goods,Desktop,51.212.156.59,"Warsaw, Poland",34999.1,False,5,True,Online,0.5,0
T105087,C1622,7183.47,2024-09-23 14:08:23,Transfer,Healthcare,Mobile,3.65.101.193,"Warsaw, Poland",35380.77,True,2,False,ATM,0.76,0
T105088,C1291,6006.19,2024-09-07 00:15:01,Purchase,Electronics,Mobile,78.115.0.80,"Berlin, Germany",22347.77,False,0,False,Branch,0.78,0
T105089,C1797,3497.95,2024-10-05 17:20:00,Withdrawal,Electronics,Mobile,30.145.18.111,"Berlin, Germany",145.71,True,1,False,Branch,0.42,0
T105090,C1963,775.71,2024-10-24 15:58:17,Withdrawal,Groceries,Mobile,220.78.2.106,"Berlin, Germany",28196.3,True,3,True,Branch,0.23,0
T105091,C1707,4438.68,2024-08-28 10:00:30,Transfer,Groceries,Desktop,48.247.75.251,"Paris, France",28732.1,True,0,True,Branch,0.78,0
T105092,C1027,5110.84,2024-08-31 04:25:41,Transfer,Groceries,ATM,18.241.81.106,"Amsterdam, Netherlands",1353.97,True,5,True,Branch,0.89,1
T105093,C1868,2370.55,2024-02-16 16:46:04,Purchase,Groceries,Mobile,196.203.67.84,"Amsterdam, Netherlands",47318.76,False,0,False,ATM,0.75,0
T105094,C1867,3258.56,2024-09-27 16:42:19,Withdrawal,Electronics,ATM,143.229.65.163,"Amsterdam, Netherlands",13904.46,True,0,False,Online,0.4,0
T105095,C1674,3714.22,2024-07-12 13:23:59,Withdrawal,Travel,Mobile,75.90.128.236,"Paris, France",25794.62,False,4,False,ATM,0.95,0
T105096,C1896,8227.11,2024-01-30 16:23:28,Withdrawal,Groceries,ATM,70.194.9.132,"Amsterdam, Netherlands",3009.16,True,5,False,ATM,0.17,1
T105097,C1308,4160.28,2024-01-12 16:41:49,Purchase,Travel,Desktop,26.206.33.18,"Berlin, Germany",22370.8,True,1,True,Branch,0.92,0
T105098,C1210,6419.23,2024-02-17 11:35:29,Transfer,Groceries,Desktop,16.94.86.69,"Warsaw, Poland",2869.32,False,3,False,Online,0.1,1
T105099,C1530,8758.66,2024-07-10 23:27:43,Purchase,Luxury Goods,ATM,179.209.223.128,"Amsterdam, Netherlands",5227.87,False,0,True,Branch,0.44,1
T105100,C1621,1431.65,2024-07-08 05:27:28,Transfer,Electronics,Desktop,60.69.90.33,"Amsterdam, Netherlands",31192.35,False,3,False,ATM,0.25,0
T105101,C1521,3266.08,2024-08-30 07:58:26,Transfer,Electronics,Mobile,60.66.117.111,"Warsaw, Poland",18476.28,True,1,False,ATM,0.88,0
T105102,C1193,7881.86,2024-02-24 05:10:47,Transfer,Healthcare,Desktop,126.143.69.125,"Amsterdam, Netherlands",882.93,True,5,True,ATM,0.56,1
T105103,C1765,3350.52,2024-06-19 17:55:04,Withdrawal,Luxury Goods,ATM,33.252.44.49,"Berlin, Germany",40222.23,False,3,False,Branch,0.82,0
T105104,C1401,4081.97,2024-01-09 22:33:14,Purchase,Healthcare,Desktop,58.75.108.235,"Amsterdam, Netherlands",16301.9,False,0,False,Branch,0.95,0
T105105,C1302,6520.13,2024-11-14 03:47:07,Withdrawal,Healthcare,Desktop,128.148.115.81,"Amsterdam, Netherlands",8110.85,False,5,True,Online,0.03,0
T105106,C1661,4707.38,2024-09-23 20:25:13,Purchase,Groceries,ATM,137.30.41.201,"Amsterdam, Netherlands",41943.58,False,5,False,ATM,0.95,0
T105107,C1055,9735.04,2024-06-10 17:51:11,Purchase,Travel,Mobile,206.105.135.72,"Amsterdam, Netherlands",27015.41,True,5,False,Branch,0.96,1
T105108,C1802,6219.54,2024-06-14 02:57:36,Purchase,Healthcare,Mobile,3.8.134.118,"Warsaw, Poland",16408.02,True,2,True,Branch,0.73,0
T105109,C1919,1603.97,2024-04-07 15:43:39,Purchase,Travel,Mobile,123.73.177.85,"Amsterdam, Netherlands",36216.16,True,2,True,Online,0.14,0
T105110,C1812,447.06,2024-05-22 12:00:26,Withdrawal,Luxury Goods,Mobile,189.192.243.10,"Berlin, Germany",14465.17,True,2,True,ATM,0.24,0
T105111,C1977,9303.15,2024-01-09 15:21:02,Purchase,Travel,Desktop,197.241.230.31,"Berlin, Germany",13576.71,True,2,False,Online,0.82,1
T105112,C1245,9118.81,2024-11-01 17:38:03,Withdrawal,Luxury Goods,Desktop,160.10.252.236,"Amsterdam, Netherlands",34528.92,False,3,True,Online,0.21,0
T105113,C1506,256.33,2024-08-21 22:59:35,Purchase,Travel,Desktop,207.176.80.72,"Berlin, Germany",35639.82,True,5,True,Online,0.19,1
T105114,C1395,6090.77,2024-10-19 00:21:41,Withdrawal,Travel,Desktop,36.216.172.149,"Warsaw, Poland",9784.97,False,2,False,ATM,0.33,1
T105115,C1115,8080.53,2024-06-25 02:05:43,Withdrawal,Luxury Goods,Mobile,196.54.41.144,"Berlin, Germany",9410.53,False,0,False,Branch,0.86,0
T105116,C1246,5108.45,2024-09-01 17:11:19,Withdrawal,Travel,ATM,151.83.219.110,"Warsaw, Poland",26261.53,True,2,True,Online,0.28,0
T105117,C1511,7808.96,2024-10-30 09:34:43,Transfer,Groceries,Mobile,72.51.229.130,"Berlin, Germany",43385.64,True,2,False,ATM,0.54,0
T105118,C1653,5082.31,2024-07-13 11:59:31,Transfer,Groceries,ATM,120.248.159.101,"Berlin, Germany",36540.53,True,5,False,Online,0.88,1
T105119,C1608,5815.28,2024-04-03 01:05:08,Purchase,Travel,Mobile,102.204.247.122,"Amsterdam, Netherlands",19260.8,False,0,True,ATM,0.38,0
T105120,C1072,3441.18,2024-08-25 07:00:11,Purchase,Travel,ATM,12.51.31.94,"Berlin, Germany",35840.65,False,2,True,Online,0.15,0
T105121,C1540,2149.47,2024-09-28 07:43:12,Transfer,Travel,Desktop,121.181.3.79,"Paris, France",12804.26,True,1,False,ATM,0.01,0
T105122,C1910,8307.44,2024-02-05 11:40:36,Purchase,Travel,Mobile,22.47.63.96,"Amsterdam, Netherlands",28235.0,True,1,False,ATM,0.59,0
T105123,C1012,326.96,2024-08-05 03:58:44,Withdrawal,Electronics,ATM,81.148.153.151,"Paris, France",12288.27,False,5,False,Branch,0.45,0
T105124,C1369,7262.87,2024-10-18 15:32:38,Transfer,Electronics,Mobile,146.253.226.32,"Warsaw, Poland",45933.21,False,4,True,Online,0.5,0
T105125,C1956,3811.52,2024-08-02 13:50:21,Withdrawal,Healthcare,Desktop,153.84.110.69,"Paris, France",47772.94,True,3,True,Online,0.9,0
T105126,C1324,9978.21,2024-03-06 11:29:50,Withdrawal,Electronics,Mobile,48.154.225.197,"Amsterdam, Netherlands",5299.76,True,0,False,ATM,0.83,0
T105127,C1135,785.37,2024-01-25 12:35:17,Transfer,Healthcare,ATM,114.236.172.82,"Amsterdam, Netherlands",7388.44,False,2,True,Online,0.65,0
T105128,C1396,774.04,2024-10-28 14:55:46,Purchase,Travel,Mobile,75.48.67.43,"Paris, France",49528.4,True,2,False,Online,0.53,0
T105129,C1881,9355.24,2024-05-31 21:10:51,Purchase,Electronics,Desktop,189.68.75.142,"Paris, France",25860.51,True,0,False,ATM,0.08,1
T105130,C1859,2246.59,2024-06-09 06:34:08,Purchase,Groceries,Mobile,60.36.210.54,"Amsterdam, Netherlands",25698.42,False,4,True,Branch,0.78,0
T105131,C1582,5035.46,2024-05-26 19:57:33,Transfer,Luxury Goods,Desktop,136.144.2.120,"Amsterdam, Netherlands",6210.56,False,2,True,Branch,0.01,0
T105132,C1430,5744.82,2024-07-03 14:04:16,Transfer,Luxury Goods,Mobile,105.147.223.29,"Warsaw, Poland",23448.07,False,0,True,Branch,0.79,1
T105133,C1374,5482.78,2024-03-08 00:34:10,Transfer,Groceries,ATM,209.152.35.249,"Paris, France",46124.52,False,1,False,Branch,0.16,1
T105134,C1559,4181.38,2024-01-09 01:17:06,Transfer,Healthcare,ATM,97.123.88.90,"Berlin, Germany",31510.51,False,5,True,Online,0.76,0
T105135,C1699,7330.72,2024-07-13 18:21:11,Purchase,Electronics,Mobile,101.158.173.70,"Amsterdam, Netherlands",27896.1,False,5,True,Online,0.26,1
T105136,C1176,8476.1,2024-06-19 07:51:06,Transfer,Travel,Desktop,212.150.215.207,"Paris, France",18794.63,False,4,True,Online,0.13,0
T105137,C1781,5278.04,2024-01-01 00:36:54,Purchase,Groceries,Mobile,217.46.2.189,"Paris, France",49962.07,False,1,True,ATM,0.58,1
T105138,C1482,515.26,2024-01-03 21:11:29,Withdrawal,Electronics,Mobile,46.242.244.215,"Berlin, Germany",31358.88,False,1,False,Branch,0.71,0
T105139,C1977,4723.82,2024-02-06 13:47:26,Withdrawal,Groceries,Mobile,53.24.25.2,"Paris, France",11914.79,True,2,True,Online,0.88,0
T105140,C1788,5244.96,2024-10-16 15:52:30,Withdrawal,Healthcare,ATM,34.215.51.193,"Paris, France",2946.29,False,4,False,Online,0.8,0
T105141,C1074,4410.73,2024-07-31 18:35:06,Transfer,Healthcare,Desktop,72.197.72.0,"Paris, France",29911.12,True,0,True,Branch,0.2,0
T105142,C1017,2692.56,2024-07-31 22:14:06,Transfer,Electronics,Desktop,110.88.253.6,"Warsaw, Poland",1990.83,True,2,False,Online,0.8,0
T105143,C1601,8360.25,2024-04-09 12:22:11,Transfer,Healthcare,Desktop,160.97.228.80,"Berlin, Germany",40773.46,True,5,True,ATM,0.57,1
T105144,C1069,2931.36,2024-10-05 08:20:42,Purchase,Groceries,ATM,139.230.87.113,"Warsaw, Poland",1143.92,True,0,True,ATM,0.42,0
T105145,C1014,2441.05,2024-03-11 21:55:40,Transfer,Luxury Goods,ATM,148.196.26.158,"Amsterdam, Netherlands",31374.48,False,0,True,ATM,0.45,0
T105146,C1268,2431.49,2024-09-15 11:56:49,Transfer,Luxury Goods,Desktop,98.132.245.251,"Amsterdam, Netherlands",26262.07,False,5,True,ATM,0.6,0
T105147,C1220,7676.67,2024-10-12 20:13:13,Transfer,Healthcare,Mobile,57.69.218.223,"Berlin, Germany",23211.79,False,0,True,Online,0.18,0
T105148,C1040,3620.29,2024-02-07 17:40:50,Withdrawal,Travel,ATM,90.230.239.74,"Warsaw, Poland",21191.07,True,0,True,Branch,0.65,0
T105149,C1944,4558.76,2024-09-23 00:56:02,Withdrawal,Electronics,Desktop,157.210.107.204,"Warsaw, Poland",12479.02,False,5,False,Online,0.65,0
T105150,C1061,7482.13,2024-10-25 02:39:42,Transfer,Healthcare,Mobile,208.194.146.17,"Warsaw, Poland",35917.93,False,0,False,ATM,0.82,1
T105151,C1971,1155.05,2024-02-22 11:36:49,Purchase,Travel,Mobile,72.166.7.120,"Berlin, Germany",16353.04,False,4,True,ATM,0.18,0
T105152,C1808,2411.22,2024-09-01 02:36:38,Transfer,Luxury Goods,Mobile,20.217.50.41,"Berlin, Germany",45887.4,False,0,False,Branch,0.33,0
T105153,C1407,7328.25,2024-08-04 06:17:24,Withdrawal,Electronics,Desktop,82.89.138.11,"Paris, France",27213.58,False,2,True,Branch,0.12,0
T105154,C1518,8802.39,2024-07-20 18:09:01,Withdrawal,Travel,ATM,207.39.185.250,"Berlin, Germany",4242.96,True,0,False,ATM,0.41,1
T105155,C1293,3619.45,2024-02-13 00:57:41,Purchase,Luxury Goods,Desktop,154.232.229.24,"Warsaw, Poland",37030.74,True,5,True,Branch,0.5,1
T105156,C1643,3520.49,2024-11-04 01:05:58,Purchase,Groceries,Mobile,65.194.241.208,"Warsaw, Poland",41736.27,True,2,False,Branch,0.21,0
T105157,C1729,5056.93,2024-11-12 15:03:37,Purchase,Groceries,Desktop,195.91.16.13,"Berlin, Germany",32513.96,True,5,False,Online,0.78,1
T105158,C1513,9146.44,2024-01-29 18:38:02,Withdrawal,Electronics,Mobile,78.116.14.51,"Warsaw, Poland",8270.73,False,2,False,ATM,0.87,0
T105159,C1785,6533.65,2024-08-28 18:05:26,Withdrawal,Electronics,Desktop,126.71.250.204,"Paris, France",21993.77,False,5,False,Branch,0.8,0
T105160,C1425,6052.58,2024-01-05 22:15:58,Purchase,Travel,Desktop,186.240.140.204,"Berlin, Germany",20931.21,False,1,False,Online,0.28,1
T105161,C1433,4490.23,2024-09-04 06:53:34,Purchase,Healthcare,Desktop,39.101.132.122,"Amsterdam, Netherlands",44134.82,False,5,False,Branch,0.04,0
T105162,C1718,4189.08,2024-04-18 09:17:46,Purchase,Groceries,Mobile,87.1.59.161,"Paris, France",42564.4,True,4,True,ATM,0.49,1
T105163,C1411,5693.85,2024-10-11 05:50:46,Purchase,Groceries,ATM,188.172.91.201,"Warsaw, Poland",27275.93,False,0,True,Online,0.81,1
T105164,C1084,8268.01,2024-08-27 00:22:21,Purchase,Groceries,ATM,126.228.98.70,"Paris, France",22492.23,False,3,False,ATM,0.82,1
T105165,C1655,1253.69,2024-06-11 01:05:58,Transfer,Travel,Mobile,174.240.126.75,"Paris, France",25143.26,False,2,True,Branch,0.6,0
T105166,C1549,5376.62,2024-09-13 18:46:28,Withdrawal,Travel,ATM,199.241.146.116,"Amsterdam, Netherlands",13304.38,True,2,False,Online,0.72,1
T105167,C1550,7764.71,2024-05-06 18:38:20,Transfer,Electronics,Mobile,125.234.122.13,"Amsterdam, Netherlands",6340.69,True,4,False,Branch,0.84,1
T105168,C1630,4076.77,2024-06-14 16:47:42,Withdrawal,Electronics,Mobile,22.248.111.123,"Amsterdam, Netherlands",19451.63,True,5,True,ATM,0.41,1
T105169,C1156,5847.97,2024-02-02 06:37:29,Transfer,Electronics,ATM,79.135.146.176,"Warsaw, Poland",21736.8,True,5,False,ATM,0.06,1
T105170,C1284,1382.26,2024-02-29 21:29:52,Withdrawal,Groceries,Mobile,205.191.117.31,"Warsaw, Poland",34995.12,True,0,False,ATM,0.7,0
T105171,C1085,2603.53,2024-06-21 22:12:48,Purchase,Luxury Goods,ATM,175.248.5.184,"Warsaw, Poland",48562.22,True,5,False,ATM,0.73,1
T105172,C1317,2869.57,2024-05-14 20:55:41,Transfer,Groceries,ATM,55.73.225.123,"Berlin, Germany",3054.92,False,5,False,Online,0.3,0
T105173,C1080,3139.13,2024-02-08 20:08:03,Transfer,Healthcare,ATM,139.12.191.5,"Berlin, Germany",43490.94,True,4,True,Online,0.84,1
T105174,C1523,815.98,2024-01-08 13:41:10,Withdrawal,Groceries,ATM,147.6.22.146,"Berlin, Germany",47139.09,True,0,False,Online,0.55,0
T105175,C1943,4210.8,2024-03-24 04:43:35,Transfer,Luxury Goods,Desktop,5.146.44.41,"Warsaw, Poland",40223.8,True,0,False,Branch,0.62,0
T105176,C1208,9832.49,2024-04-10 12:14:46,Purchase,Electronics,Mobile,53.166.142.81,"Paris, France",17260.57,True,5,True,ATM,0.61,1
T105177,C1997,5760.54,2024-05-04 07:01:08,Purchase,Groceries,Mobile,179.212.112.68,"Berlin, Germany",22188.19,False,5,False,Online,0.3,0
T105178,C1827,6326.67,2024-03-02 06:44:35,Withdrawal,Electronics,Desktop,52.30.121.188,"Paris, France",20564.68,False,3,True,Branch,0.9,0
T105179,C1159,7726.68,2024-03-11 15:48:10,Withdrawal,Healthcare,Desktop,6.144.230.102,"Warsaw, Poland",24847.75,False,5,False,Branch,0.89,1
T105180,C1549,8998.82,2024-08-17 11:37:32,Withdrawal,Luxury Goods,Mobile,9.236.229.48,"Paris, France",9181.28,True,1,False,Branch,0.28,1
T105181,C1334,8764.18,2024-04-12 08:56:36,Purchase,Luxury Goods,Desktop,43.52.152.89,"Warsaw, Poland",12831.15,True,2,True,ATM,0.61,1
T105182,C1400,156.11,2024-07-14 09:08:53,Transfer,Travel,Mobile,173.71.167.245,"Paris, France",43725.63,True,2,True,Online,0.45,0
T105183,C1600,1208.77,2024-08-31 06:45:43,Withdrawal,Luxury Goods,Mobile,95.64.58.103,"Amsterdam, Netherlands",27253.16,False,0,True,ATM,0.02,0
T105184,C1649,2634.5,2024-09-17 10:01:23,Transfer,Luxury Goods,Mobile,49.230.134.211,"Paris, France",39871.28,True,4,True,Branch,0.94,1
T105185,C1781,5546.23,2024-06-20 17:05:05,Purchase,Electronics,ATM,192.221.253.72,"Paris, France",22022.1,True,3,True,ATM,0.58,1
T105186,C1854,9301.32,2024-06-19 10:06:06,Withdrawal,Healthcare,Mobile,139.37.46.234,"Berlin, Germany",33229.07,True,1,True,Branch,0.98,0
T105187,C1665,7428.8,2024-04-21 11:04:11,Transfer,Electronics,Desktop,151.7.135.108,"Amsterdam, Netherlands",39939.93,False,3,True,Branch,0.61,0
T105188,C1697,1264.85,2024-02-29 14:39:12,Transfer,Luxury Goods,Desktop,176.128.218.14,"Amsterdam, Netherlands",4386.14,True,1,True,Online,0.98,0
T105189,C1658,341.72,2024-03-13 10:18:00,Withdrawal,Luxury Goods,Mobile,128.141.140.4,"Amsterdam, Netherlands",19547.27,True,2,True,Online,0.91,0
T105190,C1067,4314.77,2024-03-09 07:25:25,Withdrawal,Luxury Goods,ATM,81.127.46.168,"Warsaw, Poland",12713.31,True,5,True,ATM,0.41,1
T105191,C1317,6900.78,2024-01-22 23:25:15,Withdrawal,Electronics,ATM,72.168.123.209,"Berlin, Germany",42688.02,False,2,True,ATM,0.63,1
T105192,C1715,9899.34,2024-06-06 06:37:52,Transfer,Healthcare,Mobile,159.43.239.16,"Amsterdam, Netherlands",30763.94,False,2,False,ATM,0.1,0
T105193,C1447,1324.65,2024-06-16 16:23:58,Purchase,Groceries,Mobile,124.136.54.154,"Amsterdam, Netherlands",48515.38,False,2,False,Online,0.09,0
T105194,C1747,8668.93,2024-08-02 15:54:01,Transfer,Luxury Goods,ATM,102.221.136.219,"Berlin, Germany",3335.88,False,3,True,Online,0.18,0
T105195,C1976,9186.31,2024-02-25 02:44:20,Withdrawal,Luxury Goods,Desktop,220.218.111.64,"Berlin, Germany",41494.87,True,2,False,ATM,0.59,1
T105196,C1866,9042.7,2024-02-05 12:14:50,Transfer,Groceries,ATM,187.237.144.244,"Berlin, Germany",35183.4,False,4,False,Branch,0.65,0
T105197,C1244,3544.32,2024-05-10 21:27:12,Purchase,Healthcare,ATM,208.182.138.210,"Berlin, Germany",1402.58,True,1,True,Branch,0.86,0
T105198,C1059,4023.77,2024-03-11 15:08:55,Transfer,Travel,Mobile,68.240.43.162,"Paris, France",43921.83,False,2,True,Branch,0.36,0
T105199,C1250,5569.85,2024-01-16 00:44:35,Purchase,Electronics,Mobile,29.0.84.135,"Amsterdam, Netherlands",47842.06,False,3,True,ATM,0.61,0
T105200,C1088,7120.12,2024-07-27 22:53:14,Transfer,Luxury Goods,Desktop,43.17.98.235,"Paris, France",16736.48,False,3,False,Online,0.01,1
T105201,C1946,1191.18,2024-07-16 22:35:29,Withdrawal,Luxury Goods,Desktop,104.166.153.8,"Berlin, Germany",46542.35,False,4,True,ATM,0.68,0
T105202,C1444,8974.37,2024-04-08 11:27:19,Purchase,Luxury Goods,ATM,46.81.77.31,"Warsaw, Poland",15034.98,False,1,True,ATM,0.42,0
T105203,C1118,8983.64,2024-09-29 11:57:14,Withdrawal,Electronics,ATM,99.249.253.219,"Warsaw, Poland",42800.37,False,5,True,Branch,0.56,1
T105204,C1464,5915.19,2024-06-21 15:29:13,Transfer,Luxury Goods,Mobile,95.146.95.210,"Paris, France",21138.93,True,5,True,Branch,0.96,1
T105205,C1626,6166.68,2024-06-23 22:23:30,Purchase,Groceries,Desktop,4.36.64.5,"Paris, France",32458.28,True,2,True,Branch,0.44,0
T105206,C1623,9941.35,2024-02-27 17:30:05,Purchase,Electronics,Desktop,115.237.167.170,"Paris, France",46181.07,False,4,True,ATM,0.61,0
T105207,C1056,453.33,2024-06-28 11:40:25,Purchase,Luxury Goods,Desktop,31.45.171.102,"Amsterdam, Netherlands",7233.68,False,2,True,Online,0.95,0
T105208,C1316,7387.75,2024-07-21 03:37:00,Transfer,Groceries,Desktop,28.45.33.191,"Amsterdam, Netherlands",5476.3,False,2,False,Online,0.63,0
T105209,C1682,3550.22,2024-06-22 03:10:30,Purchase,Electronics,Desktop,107.151.119.47,"Amsterdam, Netherlands",17468.21,True,4,True,Online,0.15,1
T105210,C1759,4489.5,2024-11-10 19:26:02,Withdrawal,Travel,Desktop,204.142.171.226,"Warsaw, Poland",27582.81,False,3,False,Branch,0.76,0
T105211,C1673,4089.34,2024-06-23 17:28:06,Withdrawal,Healthcare,Desktop,88.2.31.123,"Amsterdam, Netherlands",41254.05,False,1,False,Online,0.77,0
T105212,C1758,4498.09,2024-07-20 13:22:09,Transfer,Healthcare,Mobile,193.21.40.193,"Berlin, Germany",22837.61,False,1,True,ATM,0.1,0
T105213,C1179,8348.21,2024-09-09 07:11:50,Purchase,Healthcare,Desktop,89.92.73.69,"Paris, France",38799.21,False,0,True,Branch,0.17,1
T105214,C1122,2893.62,2024-10-24 16:37:12,Purchase,Luxury Goods,Mobile,55.225.225.1,"Warsaw, Poland",40621.37,False,2,True,Branch,0.47,0
T105215,C1012,4771.58,2024-05-25 11:34:25,Purchase,Healthcare,Desktop,182.205.15.139,"Amsterdam, Netherlands",10854.6,False,0,True,Branch,0.68,0
T105216,C1724,1346.92,2024-07-12 11:36:08,Withdrawal,Electronics,Desktop,97.100.229.239,"Paris, France",29103.33,True,0,True,ATM,0.5,0
T105217,C1140,1835.32,2024-06-17 04:06:14,Withdrawal,Travel,Desktop,74.38.244.152,"Warsaw, Poland",44242.0,False,5,False,Branch,0.27,0
T105218,C1718,7659.79,2024-09-18 02:49:42,Withdrawal,Electronics,Mobile,89.158.103.144,"Warsaw, Poland",45499.15,False,0,True,Online,0.79,1
T105219,C1011,9163.5,2024-03-01 14:24:57,Withdrawal,Healthcare,Desktop,60.37.212.181,"Berlin, Germany",2407.69,True,3,True,Online,0.11,0
T105220,C1167,9366.28,2024-08-14 06:36:37,Purchase,Luxury Goods,Desktop,154.81.0.65,"Warsaw, Poland",45033.93,False,0,True,ATM,0.4,1
T105221,C1508,838.81,2024-02-22 21:27:52,Transfer,Healthcare,Desktop,18.206.69.61,"Paris, France",19518.72,True,0,True,Branch,0.74,0
T105222,C1975,8956.1,2024-07-19 05:11:58,Transfer,Groceries,ATM,35.41.106.213,"Warsaw, Poland",20115.86,True,1,False,Online,0.95,1
T105223,C1355,5935.94,2024-09-07 21:23:48,Purchase,Electronics,Mobile,126.252.74.185,"Amsterdam, Netherlands",17831.23,True,3,False,Branch,0.7,0
T105224,C1535,3699.37,2024-11-05 08:01:36,Withdrawal,Groceries,Desktop,55.231.124.172,"Berlin, Germany",7587.15,False,4,False,Branch,0.85,0
T105225,C1529,6494.4,2024-06-06 11:00:29,Withdrawal,Groceries,Desktop,70.211.189.216,"Berlin, Germany",12838.01,False,2,False,ATM,0.9,1
T105226,C1801,3794.37,2024-07-22 14:34:22,Withdrawal,Luxury Goods,Mobile,8.130.230.28,"Amsterdam, Netherlands",14875.33,True,5,False,Branch,0.69,1
T105227,C1842,4386.43,2024-03-23 17:38:16,Transfer,Travel,Mobile,170.180.172.8,"Paris, France",705.29,False,4,False,Online,0.45,0
